epoch,accuracy,loss
420,0.75,0.2335887849330902
421,0.75,0.2333558201789856
422,0.75,0.23311983048915863
423,0.75,0.23288068175315857
424,0.75,0.2326384037733078
425,0.75,0.23239299654960632
426,0.75,0.23214435577392578
427,0.75,0.23189251124858856
428,0.75,0.2316373884677887
429,0.75,0.23137900233268738
430,0.75,0.23111729323863983
431,0.75,0.23085227608680725
432,0.75,0.23058387637138367
433,0.75,0.23031210899353027
434,0.75,0.2300368994474411
435,0.75,0.22975826263427734
436,0.75,0.22947615385055542
437,0.75,0.22919052839279175
438,0.75,0.22890138626098633
439,0.75,0.22860869765281677
440,0.75,0.2283124029636383
441,0.75,0.22801250219345093
442,0.75,0.22770901024341583
443,0.75,0.22740179300308228
444,0.75,0.22709093987941742
445,0.75,0.22677630186080933
446,0.75,0.22645798325538635
447,0.75,0.22613586485385895
448,0.75,0.2258099466562271
449,0.75,0.22548018395900726
450,0.75,0.2251466065645218
451,0.75,0.22480909526348114
452,0.75,0.2244677096605301
453,0.75,0.22412239015102386
454,0.75,0.22377310693264008
455,0.75,0.22341986000537872
456,0.75,0.22306253015995026
457,0.75,0.22270122170448303
458,0.75,0.2223358005285263
459,0.75,0.22196629643440247
460,0.75,0.22159266471862793
461,0.75,0.2212148755788803
462,0.75,0.2208329290151596
463,0.75,0.22044676542282104
464,0.75,0.22005635499954224
465,0.75,0.21966171264648438
466,0.75,0.21926277875900269
467,0.75,0.2188594937324524
468,0.75,0.21845191717147827
469,0.75,0.21803995966911316
470,0.75,0.21762360632419586
471,0.75,0.2172028124332428
472,0.75,0.21677762269973755
473,0.75,0.21634790301322937
474,0.75,0.21591371297836304
475,0.75,0.21547502279281616
476,0.75,0.2150317281484604
477,0.75,0.21458390355110168
478,0.75,0.2141314148902893
479,0.75,0.21367432177066803
480,0.75,0.2132125347852707
481,0.75,0.21274612843990326
482,0.75,0.2122749239206314
483,0.75,0.2117990255355835
484,0.75,0.21131834387779236
485,0.75,0.2108328640460968
486,0.75,0.21034258604049683
487,0.75,0.20984742045402527
488,0.75,0.20934739708900452
489,0.75,0.208842471241951
490,0.75,0.2083325833082199
491,0.75,0.20781777799129486
492,0.75,0.20729798078536987
493,0.75,0.20677319169044495
494,0.75,0.2062433362007141
495,0.75,0.20570842921733856
496,0.75,0.20516841113567352
497,0.75,0.2046232670545578
498,0.75,0.2040729820728302
499,0.75,0.20351755619049072
500,0.75,0.2029569000005722
501,0.75,0.20239102840423584
502,0.75,0.20181988179683685
503,0.75,0.20124350488185883
504,0.75,0.2006617784500122
505,0.75,0.20007476210594177
506,0.75,0.19948235154151917
507,0.75,0.19888456165790558
508,0.75,0.198281392455101
509,0.75,0.1976727396249771
510,0.75,0.19705864787101746
511,0.75,0.19643908739089966
512,0.75,0.19581401348114014
513,0.75,0.19518336653709412
514,0.75,0.19454717636108398
515,0.75,0.19390539824962616
516,0.75,0.19325801730155945
517,0.75,0.19260501861572266
518,0.75,0.19194632768630981
519,0.75,0.19128194451332092
520,0.75,0.19061192870140076
521,0.75,0.18993613123893738
522,0.75,0.18925461173057556
523,0.75,0.18856728076934814
524,0.75,0.1878742277622223
525,0.75,0.18717533349990845
526,0.75,0.1864706128835678
527,0.75,0.18576006591320038
528,0.75,0.18504363298416138
529,0.75,0.184321328997612
530,0.75,0.18359312415122986
531,0.75,0.18285901844501495
532,0.75,0.18211901187896729
533,0.75,0.18137305974960327
534,0.75,0.18062114715576172
535,0.75,0.17986330389976501
536,0.75,0.17909948527812958
537,0.75,0.17832966148853302
538,0.75,0.17755389213562012
539,0.75,0.1767721176147461
540,0.75,0.1759844422340393
541,0.75,0.17519070208072662
542,0.75,0.1743910312652588
543,0.75,0.17358535528182983
544,0.75,0.17277374863624573
545,0.75,0.1719561368227005
546,0.75,0.17113259434700012
547,0.75,0.1703031063079834
548,0.75,0.1694677472114563
549,0.75,0.16862642765045166
550,0.75,0.16777922213077545
551,0.75,0.16692614555358887
552,0.75,0.1660672426223755
553,0.75,0.1652025580406189
554,0.75,0.1643320769071579
555,0.75,0.1634558141231537
556,0.75,0.1625739336013794
557,0.75,0.16168634593486786
558,1.0,0.16079315543174744
559,1.0,0.1598944216966629
560,1.0,0.15899018943309784
561,1.0,0.15808047354221344
562,1.0,0.15716534852981567
563,1.0,0.1562449038028717
564,1.0,0.1553192436695099
565,1.0,0.15438835322856903
566,1.0,0.15345239639282227
567,1.0,0.152511328458786
568,1.0,0.15156543254852295
569,1.0,0.15061461925506592
570,1.0,0.14965912699699402
571,1.0,0.14869891107082367
572,1.0,0.1477341502904892
573,1.0,0.14676493406295776
574,1.0,0.14579147100448608
575,1.0,0.14481371641159058
576,1.0,0.14383192360401154
577,1.0,0.14284615218639374
578,1.0,0.14185655117034912
579,1.0,0.14086325466632843
580,1.0,0.139866441488266
581,1.0,0.13886621594429016
582,1.0,0.13786274194717407
583,1.0,0.13685613870620728
584,1.0,0.1358465999364853
585,1.0,0.13483431935310364
586,1.0,0.13381940126419067
587,1.0,0.13280203938484192
588,1.0,0.1317824125289917
589,1.0,0.13076071441173553
590,1.0,0.12973710894584656
591,1.0,0.1287117749452591
592,1.0,0.12768493592739105
593,1.0,0.12665674090385437
594,1.0,0.12562739849090576
595,1.0,0.12459713220596313
596,1.0,0.12356610596179962
597,1.0,0.12253455817699432
598,1.0,0.12150262296199799
599,1.0,0.12047058343887329
600,1.0,0.11943860352039337
601,1.0,0.11840693652629852
602,1.0,0.11737579852342606
603,1.0,0.11634525656700134
604,1.0,0.11531572043895721
605,1.0,0.11428725719451904
606,1.0,0.11326014995574951
607,1.0,0.11223462969064713
608,1.0,0.11121084541082382
609,1.0,0.1101890355348587
610,1.0,0.10916940867900848
611,1.0,0.10815221816301346
612,1.0,0.10713754594326019
613,1.0,0.10612572729587555
614,1.0,0.10511691868305206
615,1.0,0.10411132872104645
616,1.0,0.10310912877321243
617,1.0,0.10211053490638733
618,1.0,0.10111575573682785
619,1.0,0.10012495517730713
620,1.0,0.09913834929466248
621,1.0,0.09815610945224762
622,1.0,0.09717840701341629
623,1.0,0.09620541334152222
624,1.0,0.09523732960224152
625,1.0,0.09427429735660553
626,1.0,0.09331648051738739
627,1.0,0.09236405044794083
628,1.0,0.09141714125871658
629,1.0,0.09047594666481018
630,1.0,0.08954061567783356
631,1.0,0.08861120045185089
632,1.0,0.0876879021525383
633,1.0,0.08677084743976593
634,1.0,0.08586020022630692
635,1.0,0.08495599776506424
636,1.0,0.08405841886997223
637,1.0,0.08316750079393387
638,1.0,0.08228344470262527
639,1.0,0.08140628784894943
640,1.0,0.0805361270904541
641,1.0,0.07967305928468704
642,1.0,0.07881715893745422
643,1.0,0.07796851545572281
644,1.0,0.07712724804878235
645,1.0,0.07629332691431046
646,1.0,0.07546684890985489
647,1.0,0.07464790344238281
648,1.0,0.07383649051189423
649,1.0,0.07303274422883987
650,1.0,0.07223658263683319
651,1.0,0.07144814729690552
652,1.0,0.07066744565963745
653,1.0,0.06989444047212601
654,1.0,0.06912922859191895
655,1.0,0.06837180256843567
656,1.0,0.06762222945690155
657,1.0,0.06688039004802704
658,1.0,0.06614641845226288
659,1.0,0.0654202401638031
660,1.0,0.06470190733671188
661,1.0,0.06399135291576385
662,1.0,0.06328864395618439
663,1.0,0.06259368360042572
664,1.0,0.06190650165081024
665,1.0,0.06122709438204765
666,1.0,0.06055542081594467
667,1.0,0.059891439974308014
668,1.0,0.0592351034283638
669,1.0,0.05858645960688591
670,1.0,0.05794535577297211
671,1.0,0.057311877608299255
672,1.0,0.05668589472770691
673,1.0,0.05606742948293686
674,1.0,0.05545637011528015
675,1.0,0.054852746427059174
676,1.0,0.05425643175840378
677,1.0,0.05366743355989456
678,1.0,0.05308568477630615
679,1.0,0.05251111462712288
680,1.0,0.05194368213415146
681,1.0,0.05138332024216652
682,1.0,0.05082999914884567
683,1.0,0.05028359591960907
684,1.0,0.0497441366314888
685,1.0,0.04921150580048561
686,1.0,0.04868564382195473
687,1.0,0.04816647991538048
688,1.0,0.047653988003730774
689,1.0,0.04714807868003845
690,1.0,0.046648647636175156
691,1.0,0.046155672520399094
692,1.0,0.0456690713763237
693,1.0,0.04518880695104599
694,1.0,0.044714756309986115
695,1.0,0.04424689710140228
696,1.0,0.04378514364361763
697,1.0,0.04332941770553589
698,1.0,0.04287966340780258
699,1.0,0.04243582859635353
700,1.0,0.04199779033660889
701,1.0,0.04156552255153656
702,1.0,0.041138939559459686
703,1.0,0.04071797430515289
704,1.0,0.04030255228281021
705,1.0,0.03989262878894806
706,1.0,0.03948812559247017
707,1.0,0.03908893093466759
708,1.0,0.03869502991437912
709,1.0,0.03830635920166969
710,1.0,0.037922799587249756
711,1.0,0.03754432126879692
712,1.0,0.03717084974050522
713,1.0,0.03680231794714928
714,1.0,0.03643866628408432
715,1.0,0.036079809069633484
716,1.0,0.03572569787502289
717,1.0,0.035376276820898056
718,1.0,0.03503146022558212
719,1.0,0.03469118848443031
720,1.0,0.03435540944337845
721,1.0,0.03402404487133026
722,1.0,0.03369706869125366
723,1.0,0.03337439149618149
724,1.0,0.033055953681468964
725,1.0,0.03274168074131012
726,1.0,0.032431550323963165
727,1.0,0.03212548792362213
728,1.0,0.031823448836803436
729,1.0,0.031525321304798126
730,1.0,0.031231094151735306
731,1.0,0.030940696597099304
732,1.0,0.03065411001443863
733,1.0,0.03037124313414097
734,1.0,0.0300920307636261
735,1.0,0.029816435649991035
736,1.0,0.029544442892074585
737,1.0,0.029275935143232346
738,1.0,0.029010925441980362
739,1.0,0.028749285265803337
740,1.0,0.028491023927927017
741,1.0,0.02823609486222267
742,1.0,0.027984417974948883
743,1.0,0.027735941112041473
744,1.0,0.02749064564704895
745,1.0,0.027248479425907135
746,1.0,0.027009405195713043
747,1.0,0.026773352175951004
748,1.0,0.026540277525782585
749,1.0,0.0263101514428854
750,1.0,0.02608293667435646
751,1.0,0.025858571752905846
752,1.0,0.025637030601501465
753,1.0,0.02541823498904705
754,1.0,0.0252021886408329
755,1.0,0.02498883381485939
756,1.0,0.024778133258223534
757,1.0,0.02457003854215145
758,1.0,0.024364538490772247
759,1.0,0.024161554872989655
760,1.0,0.023961074650287628
761,1.0,0.023763060569763184
762,1.0,0.023567479103803635
763,1.0,0.023374270647764206
764,1.0,0.02318342961370945
765,1.0,0.022994905710220337
766,1.0,0.02280866727232933
767,1.0,0.022624680772423744
768,1.0,0.022442912682890892
769,1.0,0.022263340651988983
770,1.0,0.022085916250944138
771,1.0,0.021910637617111206
772,1.0,0.02173740603029728
773,1.0,0.02156626060605049
774,1.0,0.02139715477824211
775,1.0,0.021230045706033707
776,1.0,0.021064896136522293
777,1.0,0.020901698619127274
778,1.0,0.020740438252687454
779,1.0,0.020581040531396866
780,1.0,0.020423516631126404
781,1.0,0.020267825573682785
782,1.0,0.020113930106163025
783,1.0,0.01996183954179287
784,1.0,0.01981147937476635
785,1.0,0.01966285891830921
786,1.0,0.01951593905687332
787,1.0,0.01937072165310383
788,1.0,0.019227148965001106
789,1.0,0.019085215404629707
790,1.0,0.0189448744058609
791,1.0,0.018806129693984985
792,1.0,0.01866895705461502
793,1.0,0.01853332109749317
794,1.0,0.01839921809732914
795,1.0,0.01826658844947815
796,1.0,0.018135448917746544
797,1.0,0.018005777150392532
798,1.0,0.017877545207738876
799,1.0,0.01775071956217289
800,1.0,0.017625294625759125
801,1.0,0.017501244321465492
802,1.0,0.01737855188548565
803,1.0,0.017257198691368103
804,1.0,0.01713717356324196
805,1.0,0.017018429934978485
806,1.0,0.01690099388360977
807,1.0,0.01678481511771679
808,1.0,0.016669880598783493
809,1.0,0.016556188464164734
810,1.0,0.016443699598312378
811,1.0,0.016332430765032768
812,1.0,0.016222331672906876
813,1.0,0.016113389283418655
814,1.0,0.01600560173392296
815,1.0,0.015898965299129486
816,1.0,0.015793433412909508
817,1.0,0.015689009800553322
818,1.0,0.015585677698254585
819,1.0,0.01548340916633606
820,1.0,0.015382208861410618
821,1.0,0.015282059088349342
822,1.0,0.015182938426733017
823,1.0,0.015084832906723022
824,1.0,0.014987732283771038
825,1.0,0.0148916095495224
826,1.0,0.01479649730026722
827,1.0,0.014702328480780125
828,1.0,0.014609131962060928
829,1.0,0.014516848139464855
830,1.0,0.014425505883991718
831,1.0,0.014335088431835175
832,1.0,0.01424555666744709
833,1.0,0.014156926423311234
834,1.0,0.014069173485040665
835,1.0,0.01398229505866766
836,1.0,0.013896279036998749
837,1.0,0.013811096549034119
838,1.0,0.013726756907999516
839,1.0,0.013643227517604828
840,1.0,0.01356053538620472
841,1.0,0.01347864605486393
842,1.0,0.013397536240518093
843,1.0,0.01331720594316721
844,1.0,0.013237676583230495
845,1.0,0.013158893212676048
846,1.0,0.013080867007374763
847,1.0,0.013003584928810596
848,1.0,0.012927034869790077
849,1.0,0.012851223349571228
850,1.0,0.012776116840541363
851,1.0,0.01270173117518425
852,1.0,0.012628032825887203
853,1.0,0.012555036693811417
854,1.0,0.01248270645737648
855,1.0,0.012411069124937057
856,1.0,0.01234008464962244
857,1.0,0.012269755825400352
858,1.0,0.012200100347399712
859,1.0,0.012131060473620892
860,1.0,0.01206266414374113
861,1.0,0.011994890868663788
862,1.0,0.011927738785743713
863,1.0,0.011861199513077736
864,1.0,0.01179526373744011
865,1.0,0.011729917488992214
866,1.0,0.011665163561701775
867,1.0,0.011600997298955917
868,1.0,0.011537413112819195
869,1.0,0.011474376544356346
870,1.0,0.011411916464567184
871,1.0,0.01135000679641962
872,1.0,0.011288641020655632
873,1.0,0.011227824725210667
874,1.0,0.011167537420988083
875,1.0,0.011107788421213627
876,1.0,0.011048554442822933
877,1.0,0.010989840142428875
878,1.0,0.010931640863418579
879,1.0,0.01087393332272768
880,1.0,0.010816732421517372
881,1.0,0.01076002698391676
882,1.0,0.010703813284635544
883,1.0,0.01064808014780283
884,1.0,0.010592825710773468
885,1.0,0.010538035072386265
886,1.0,0.010483716614544392
887,1.0,0.010429853573441505
888,1.0,0.010376444086432457
889,1.0,0.010323490016162395
890,1.0,0.010270981118083
891,1.0,0.010218910872936249
892,1.0,0.010167274624109268
893,1.0,0.010116074234247208
894,1.0,0.010065290145576
895,1.0,0.010014940053224564
896,1.0,0.009964995086193085
897,1.0,0.009915463626384735
898,1.0,0.009866339154541492
899,1.0,0.009817619808018208
900,1.0,0.009769300930202007
901,1.0,0.009721369482576847
902,1.0,0.009673825465142727
903,1.0,0.00962667167186737
904,1.0,0.009579887613654137
905,1.0,0.00953349843621254
906,1.0,0.009487468749284744
907,1.0,0.009441811591386795
908,1.0,0.009396523237228394
909,1.0,0.009351583197712898
910,1.0,0.009307008236646652
911,1.0,0.00926278717815876
912,1.0,0.009218920953571796
913,1.0,0.00917538721114397
914,1.0,0.00913220178335905
915,1.0,0.009089361876249313
916,1.0,0.009046846069395542
917,1.0,0.009004665538668633
918,1.0,0.008962810039520264
919,1.0,0.008921276777982712
920,1.0,0.008880069479346275
921,1.0,0.008839176967740059
922,1.0,0.008798595517873764
923,1.0,0.008758332580327988
924,1.0,0.008718371391296387
925,1.0,0.00867871567606926
926,1.0,0.008639361709356308
927,1.0,0.008600306697189808
928,1.0,0.008561545982956886
929,1.0,0.008523086085915565
930,1.0,0.008484894409775734
931,1.0,0.008447007276117802
932,1.0,0.008409392088651657
